Column1,Season,Episode,Sentence,Name,Allegiance ,N_serie,N_Season,Emision Date
246,Season 1,winter is coming,Yes Lovely country,Cersei Lannister,House Lannister,1,1,17/04/2011
247,Season 1,winter is coming,"I’m sure it’s very grim, after Kings Landing I remember how scared I was when Ned brought me up here for the first time",Catelyn Stark,House Stark,1,1,17/04/2011
248,Season 1,winter is coming,"Hello, little dove But you are a beauty How old are you?",Cersei Lannister,House Lannister,1,1,17/04/2011
249,Season 1,winter is coming,"Thirteen, Your Grace",Sansa Stark,House Stark,1,1,17/04/2011
250,Season 1,winter is coming,You’re tall Still growing?,Cersei Lannister,House Lannister,1,1,17/04/2011
251,Season 1,winter is coming,"I think so, Your Grace",Sansa Stark,House Stark,1,1,17/04/2011
252,Season 1,winter is coming,And have you bled yet?,Cersei Lannister,House Lannister,1,1,17/04/2011
253,Season 1,winter is coming,"No, Your Grace",Sansa Stark,House Stark,1,1,17/04/2011
254,Season 1,winter is coming,And your dress Did you make it?,Cersei Lannister,House Lannister,1,1,17/04/2011
255,Season 1,winter is coming,Such talent You must make something for me,Cersei Lannister,House Lannister,1,1,17/04/2011
256,Season 1,winter is coming,I hear we might share a grandchild someday,Cersei Lannister,House Lannister,1,1,17/04/2011
257,Season 1,winter is coming,I hear the same,Catelyn Stark,House Stark,1,1,17/04/2011
258,Season 1,winter is coming,Your daughter will do well in the capital Such a beauty shouldn’t stay hidden up here forever,Cersei Lannister,House Lannister,1,1,17/04/2011
259,Season 1,winter is coming,Your pardon,Eddard Stark,House Stark,1,1,17/04/2011
260,Season 1,winter is coming,I hear we might be neighbors soon I hope it’s true,Jaime Lannister,House Lannister,1,1,17/04/2011
261,Season 1,winter is coming,"Yes, the king has honored me with his offer",Eddard Stark,House Stark,1,1,17/04/2011
262,Season 1,winter is coming,"I’m sure we’ll have a tournament to celebrate the new title, if you accept It would be good to have you in the field The competition has become a bit stale",Jaime Lannister,House Lannister,1,1,17/04/2011
263,Season 1,winter is coming,I don’t fight in tournaments,Eddard Stark,House Stark,1,1,17/04/2011
264,Season 1,winter is coming,No? Getting a little old for it?,Jaime Lannister,House Lannister,1,1,17/04/2011
265,Season 1,winter is coming,"I don’t fight in tournaments because when I fight a man for real, I don’t want him to know what I can do",Eddard Stark,House Stark,1,1,17/04/2011
266,Season 1,winter is coming,Well said,Jaime Lannister,House Lannister,1,1,17/04/2011
267,Season 1,winter is coming,Arya,Sansa Stark,House Stark,1,1,17/04/2011
268,Season 1,winter is coming,Time for bed,Robb Stark,House Stark,1,1,17/04/2011
269,Season 1,winter is coming,"I’m a Northman I belong here with you, not down south in that rat’s nest they call a capital",Eddard Stark,House Stark,1,1,17/04/2011
270,Season 1,winter is coming,I won’t let him take you,Catelyn Stark,House Stark,1,1,17/04/2011
271,Season 1,winter is coming,The king takes what he wants That’s why he’s king,Eddard Stark,House Stark,1,1,17/04/2011
272,Season 1,winter is coming,"I’ll say, Listen, fat man, you are not taking my husband anywhere He belongs to me now",Catelyn Stark,House Stark,1,1,17/04/2011
273,Season 1,winter is coming,How did he get so fat?,Eddard Stark,House Stark,1,1,17/04/2011
274,Season 1,winter is coming,He only stops eating when it’s time for a drink,Catelyn Stark,House Stark,1,1,17/04/2011
275,Season 1,winter is coming,"It’s Maester Luwin, my lord",Maester Luwin,House Stark,1,1,17/04/2011
276,Season 1,winter is coming,Send him in,Eddard Stark,House Stark,1,1,17/04/2011
277,Season 1,winter is coming,"Pardon, my lord, my lady A rider in the night from your sister",Maester Luwin,House Stark,1,1,17/04/2011
278,Season 1,winter is coming,Stay,Eddard Stark,House Stark,1,1,17/04/2011
279,Season 1,winter is coming,This was sent from the Eyrie What’s she doing at the Eyrie? She hasn’t been back there since her wedding,Catelyn Stark,House Stark,1,1,17/04/2011
280,Season 1,winter is coming,What news?,Eddard Stark,House Stark,1,1,17/04/2011
281,Season 1,winter is coming,She’s fled the capital She says Jon Arryn was murdered By the Lannisters She says the king is in danger,Catelyn Stark,House Stark,1,1,17/04/2011
282,Season 1,winter is coming,"She’s fresh widowed, Cat She doesn’t know what she’s saying",Eddard Stark,House Stark,1,1,17/04/2011
283,Season 1,winter is coming,"Lysa’s head would be on a spike right now if the wrong people had found that letter Do you think she would risk her life, her son’s life, if she wasn’t certain her husband was murdered?",Catelyn Stark,House Stark,1,1,17/04/2011
284,Season 1,winter is coming,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",Maester Luwin,House Stark,1,1,17/04/2011
285,Season 1,winter is coming,They murdered the last Hand Now you want Ned to take the job,Catelyn Stark,House Stark,1,1,17/04/2011
286,Season 1,winter is coming,"The king rode for a month to ask Lord Stark’s help He’s the only one he trusts You swore the king an oath, my lord",Maester Luwin,House Stark,1,1,17/04/2011
287,Season 1,winter is coming,He spent half his life fighting Robert’s wars He owes him nothing Your father and brother rode south once on a king’s demand,Catelyn Stark,House Stark,1,1,17/04/2011
288,Season 1,winter is coming,A different time Different king,Maester Luwin,House Stark,1,1,17/04/2011
289,Season 1,winter is coming,When do I meet with the Khal? We need to begin planning the invasion,Viserys Targaryen,House Targaryen,1,1,17/04/2011
290,Season 1,winter is coming,"If Khal Drogo has promised you a crown, you shall have it",Illyrio Mopatis,House Targaryen,1,1,17/04/2011
291,Season 1,winter is coming,When?,Viserys Targaryen,House Targaryen,1,1,17/04/2011
292,Season 1,winter is coming,When their omens favor war,Illyrio Mopatis,House Targaryen,1,1,17/04/2011
293,Season 1,winter is coming,I piss on Dothraki omens I waited 17 years to get my throne back,Viserys Targaryen,House Targaryen,1,1,17/04/2011
294,Season 1,winter is coming,A Dothraki wedding without at least three deaths is considered a dull affair,Illyrio Mopatis,House Targaryen,1,1,17/04/2011
295,Season 1,winter is coming,A small gift for the new Khaleesi Songs and histories from the Seven Kingdoms,Jorah Mormont,House Targaryen,1,1,17/04/2011
296,Season 1,winter is coming,"Thank you, ser Are you from my country?",Daenerys Targaryen,House Targaryen,1,1,17/04/2011
297,Season 1,winter is coming,"Ser Jorah Mormont of Bear Island I served your father for many years Gods be good, I hope to always serve the rightful king",Jorah Mormont,House Targaryen,1,1,17/04/2011
298,Season 1,winter is coming,"Dragons’ eggs, Daenerys From the Shadow Lands beyond Asshai The ages have turned them to stone, but they will always be beautiful",Illyrio Mopatis,House Targaryen,1,1,17/04/2011
299,Season 1,winter is coming,"Thank you, Magister",Daenerys Targaryen,House Targaryen,1,1,17/04/2011
300,Season 1,winter is coming,"She’s beautiful Ser Jorah, I don’t know how to say thank you’ in Dothraki",Daenerys Targaryen,House Targaryen,1,1,17/04/2011
301,Season 1,winter is coming,There is no word for thank you’ in Dothraki,Jorah Mormont,House Targaryen,1,1,17/04/2011
302,Season 1,winter is coming,Make him happy,Viserys Targaryen,House Targaryen,1,1,17/04/2011
303,Season 1,winter is coming,No,Khal Drogo,Other,1,1,17/04/2011
304,Season 1,winter is coming,Do you know the Common Tongue?,Daenerys Targaryen,House Targaryen,1,1,17/04/2011
305,Season 1,winter is coming,No,Khal Drogo,Other,1,1,17/04/2011
306,Season 1,winter is coming,Is no’ the only word that you know?,Daenerys Targaryen,House Targaryen,1,1,17/04/2011
307,Season 1,winter is coming,No,Khal Drogo,Other,1,1,17/04/2011
308,Season 1,winter is coming,"Rough night, Imp?",Sandor Clegane,Other,1,1,17/04/2011
309,Season 1,winter is coming,"If I get through this without squirting from one end or the other, it will be a miracle",Tyrion Lannister,House Targaryen,1,1,17/04/2011
310,Season 1,winter is coming,I didn’t pick you for a hunter,Sandor Clegane,Other,1,1,17/04/2011
311,Season 1,winter is coming,The greatest in the land My spear never misses,Tyrion Lannister,House Targaryen,1,1,17/04/2011
312,Season 1,winter is coming,It’s not hunting if you pay for it,Sandor Clegane,Other,1,1,17/04/2011
313,Season 1,winter is coming,Are you as good with a spear as you used to be?,Robert Baratheon,House Baratheon,1,1,17/04/2011
314,Season 1,winter is coming,"No, but I’m still better than you",Eddard Stark,House Stark,1,1,17/04/2011
315,Season 1,winter is coming,I know what I’m putting you through Thank you for saying yes I only ask you because I need you You’re a loyal friend You hear me? A loyal friend The last one I’ve got,Robert Baratheon,House Baratheon,1,1,17/04/2011
316,Season 1,winter is coming,I hope I’ll serve you well,Eddard Stark,House Stark,1,1,17/04/2011
317,Season 1,winter is coming,"You will And I’ll make sure you don’t look so fucking grim all the time Come on, boys, let’s go kill some boar",Robert Baratheon,House Baratheon,1,1,17/04/2011
318,Season 1,winter is coming,"Come on, you",Bran Stark,House Stark,1,1,17/04/2011
319,Season 1,winter is coming,Stop STOP,Cersei Lannister,House Lannister,1,1,17/04/2011
320,Season 1,winter is coming,Are you completely mad?,Jaime Lannister,House Lannister,1,1,17/04/2011
321,Season 1,winter is coming,He saw us,Cersei Lannister,House Lannister,1,1,17/04/2011
322,Season 1,winter is coming,It’s all right It’s all right,Jaime Lannister,House Lannister,1,1,17/04/2011
323,Season 1,winter is coming,He saw us,Cersei Lannister,House Lannister,1,1,17/04/2011
324,Season 1,winter is coming,"I heard you the first time Quite the little climber, aren’t you? How old are you, boy?",Jaime Lannister,House Lannister,1,1,17/04/2011
325,Season 1,winter is coming,Ten,Bran Stark,House Stark,1,1,17/04/2011
326,Season 1,winter is coming,Ten,Jaime Lannister,House Lannister,1,1,17/04/2011
327,Season 1,winter is coming,The things I do for love BLACKOUT,Jaime Lannister,House Lannister,1,1,17/04/2011
328,Season 1,the kingsroad,"You need to drink, child And eat",Jorah Mormont,House Targaryen,2,2,24/04/2011
329,Season 1,the kingsroad,Isnt there anything else?,Daenerys Targaryen,House Targaryen,2,2,24/04/2011
330,Season 1,the kingsroad,"The Dothraki have two things in abundance grass and horses People cant live on grass In the Shadow Lands beyond Asshai, they say there are fields of ghost grass with stalks as pale as milk that glow in the night It murders all other grass The Dothraki believe that one day it will cover everything Thats the way the world will end Itll get easier",Jorah Mormont,House Targaryen,2,2,24/04/2011
331,Season 1,the kingsroad,Khaleesi,Doreah,House Targaryen,2,2,24/04/2011
332,Season 1,the kingsroad,Your hands,Irri,House Targaryen,2,2,24/04/2011
333,Season 1,the kingsroad,"Were still not far from Pentos, your Grace Magister Illyrio has extended his hospitality Youd be more comfortable there",Jorah Mormont,House Targaryen,2,2,24/04/2011
334,Season 1,the kingsroad,I have no interest in hospitality or comfort Ill stay with Drogo until he fulfils his end of the bargain and I have my crown,Viserys Targaryen,House Targaryen,2,2,24/04/2011
335,Season 1,the kingsroad,"As you wish, your Grace",Jorah Mormont,House Targaryen,2,2,24/04/2011
336,Season 1,the kingsroad,"Well, Mormont, as brutish as this life is, I suppose it is preferable to beheading What did Ned Stark want you for? Buying from a slaver?",Viserys Targaryen,House Targaryen,2,2,24/04/2011
337,Season 1,the kingsroad,Selling to one Some poachers I caught on my land,Jorah Mormont,House Targaryen,2,2,24/04/2011
338,Season 1,the kingsroad,"Under my reign, you wont be punished for such nonsense You can rest assured of that -",Viserys Targaryen,House Targaryen,2,2,24/04/2011
339,Season 1,the kingsroad,"Better-looking bitches than youre used to, Uncle My mothers been looking for you We ride for Kings Landing today",Joffrey Baratheon,House Baratheon,2,2,24/04/2011
340,Season 1,the kingsroad,"Before you go, you will call on Lord and Lady Stark and offer your sympathies",Tyrion Lannister,House Targaryen,2,2,24/04/2011
341,Season 1,the kingsroad,What good will my sympathies do them?,Joffrey Baratheon,House Baratheon,2,2,24/04/2011
342,Season 1,the kingsroad,None But it is expected of you Your absence has already been noted,Tyrion Lannister,House Targaryen,2,2,24/04/2011
343,Season 1,the kingsroad,The boy means nothing to me And I cant stand the wailing of women,Joffrey Baratheon,House Baratheon,2,2,24/04/2011
344,Season 1,the kingsroad,One word and Ill hit you again,Tyrion Lannister,House Targaryen,2,2,24/04/2011
345,Season 1,the kingsroad,Im telling mother,Joffrey Baratheon,House Baratheon,2,2,24/04/2011
346,Season 1,the kingsroad,"Go! Tell her But first you will get to Lord and Lady Stark and you will fall on your knees in front of them and tell them how very sorry you are, that you are at their service, and that all your prayers are with them Do you understand?",Tyrion Lannister,House Targaryen,2,2,24/04/2011
347,Season 1,the kingsroad,You cant.,Joffrey Baratheon,House Baratheon,2,2,24/04/2011
348,Season 1,the kingsroad,Do you understand?,Tyrion Lannister,House Targaryen,2,2,24/04/2011
349,Season 1,the kingsroad,"The Prince will remember that, little lord",Sandor Clegane,Other,2,2,24/04/2011
350,Season 1,the kingsroad,"I hope so If he forgets, be a good dog and remind him Time for breakfast.",Tyrion Lannister,House Targaryen,2,2,24/04/2011
351,Season 1,the kingsroad,"Bread And two of those little fish And a mug of dark beer to wash it down And bacon, burnt black",Tyrion Lannister,House Targaryen,2,2,24/04/2011
352,Season 1,the kingsroad,Little brother,Jaime Lannister,House Lannister,2,2,24/04/2011
353,Season 1,the kingsroad,Beloved siblings,Tyrion Lannister,House Targaryen,2,2,24/04/2011
354,Season 1,the kingsroad,Is Bran going to die?,Myrcella Baratheon,House Baratheon,2,2,24/04/2011
355,Season 1,the kingsroad,Apparently not,Tyrion Lannister,House Targaryen,2,2,24/04/2011
356,Season 1,the kingsroad,What do you mean?,Cersei Lannister,House Lannister,2,2,24/04/2011
357,Season 1,the kingsroad,The Maester says the boy may live,Tyrion Lannister,House Targaryen,2,2,24/04/2011
